YEAR,ORIGIN_STATE_NM,DEST_STATE_NM,TOTAL_FLIGHTS
2017,Georgia,Alabama, 2328
2013,Georgia,Alaska, 32
2014,Georgia,Alaska, 28
2015,Georgia,Alaska, 33
2016,Georgia,Alaska, 38
2017,Georgia,Alaska, 31
2013,Georgia,Arizona, 1279
2014,Georgia,Arizona, 1250
2015,Georgia,Arizona, 1093
2016,Georgia,Arizona, 1053
2017,Georgia,Arizona, 1138
2013,Georgia,Arkansas, 1456
2014,Georgia,Arkansas, 1241
2016,Georgia,Arkansas, 1053
2017,Georgia,Arkansas, 1043
2013,Georgia,California, 3078
2014,Georgia,California, 3380
2016,Georgia,California, 3140
2017,Georgia,California, 4019
2013,Georgia,Colorado, 2402
2014,Georgia,Colorado, 2399
2016,Georgia,Colorado, 2145
2017,Georgia,Colorado, 2321
2014,Georgia,Connecticut, 1004
2017,Georgia,Connecticut, 855
2013,Georgia,Connecticut, 675
2016,Georgia,Connecticut, 608
2014,Georgia,Delaware, 35
2013,Georgia,Florida, 12593
2014,Georgia,Florida, 12198
2015,Georgia,Florida, 11226
2016,Georgia,Florida, 10298
2017,Georgia,Florida, 10975
2013,Georgia,Georgia, 2037
2014,Georgia,Georgia, 1883
2015,Georgia,Georgia, 1747
2016,Georgia,Georgia, 1663
2017,Georgia,Georgia, 1383
2013,Georgia,Hawaii, 90
2014,Georgia,Hawaii, 100
2015,Georgia,Hawaii, 97
2016,Georgia,Hawaii, 70
2017,Georgia,Hawaii, 76
2013,Georgia,Illinois, 5929
2014,Georgia,Illinois, 5449
2016,Georgia,Illinois, 4961
2017,Georgia,Illinois, 4940
2013,Georgia,Indiana, 2059
2014,Georgia,Indiana, 1654
2015,Georgia,Indiana, 1930
2016,Georgia,Indiana, 1897
2017,Georgia,Indiana, 1977
2013,Georgia,Iowa, 684
2014,Georgia,Iowa, 618
2015,Georgia,Iowa, 589
2016,Georgia,Iowa, 480
2017,Georgia,Iowa, 484
2013,Georgia,Kansas, 884
2014,Georgia,Kansas, 691
2015,Georgia,Kansas, 531
2016,Georgia,Kansas, 517
2017,Georgia,Kansas, 512
2013,Georgia,Kentucky, 1648
2014,Georgia,Kentucky, 1475
2016,Georgia,Kentucky, 1306
2017,Georgia,Kentucky, 1371
2013,Georgia,Louisiana, 3755
2014,Georgia,Louisiana, 3459
2016,Georgia,Louisiana, 3101
2017,Georgia,Louisiana, 3052
2013,Georgia,Maine, 227
2014,Georgia,Maine, 220
2015,Georgia,Maine, 217
2016,Georgia,Maine, 189
2017,Georgia,Maine, 201
2013,Georgia,Maryland, 2588
2014,Georgia,Maryland, 2550
2016,Georgia,Maryland, 2360
2017,Georgia,Maryland, 2496
2014,Georgia,Massachusetts, 1728
2017,Georgia,Massachusetts, 2147
2013,Georgia,Massachusetts, 1886
2016,Georgia,Massachusetts, 1921
2013,Georgia,Michigan, 2024
2014,Georgia,Michigan, 2027
2016,Georgia,Michigan, 1874
2017,Georgia,Michigan, 2030
2013,Georgia,Minnesota, 1869
2014,Georgia,Minnesota, 2002
2016,Georgia,Minnesota, 1766
2017,Georgia,Minnesota, 1829
2014,Georgia,Mississippi, 1229
2017,Georgia,Mississippi, 1098
2013,Georgia,Mississippi, 1588
2016,Georgia,Mississippi, 1215
2013,Georgia,Missouri, 2328
2014,Georgia,Missouri, 2212
2016,Georgia,Missouri, 2026
2017,Georgia,Missouri, 2208
2013,Georgia,Montana, 31
2014,Georgia,Montana, 31
2015,Georgia,Montana, 36
2016,Georgia,Montana, 31
2017,Georgia,Montana, 44
2013,Georgia,Nebraska, 524
2014,Georgia,Nebraska, 494
2016,Georgia,Nebraska, 485
2017,Georgia,Nebraska, 514
2013,Georgia,Nevada, 1499
2014,Georgia,Nevada, 1447
2015,Georgia,Nevada, 1392
2016,Georgia,Nevada, 1298
2017,Georgia,Nevada, 1453
2014,Georgia,New Hampshire, 169
2017,Georgia,New Hampshire, 135
2013,Georgia,New Hampshire, 171
2016,Georgia,New Hampshire, 130
2013,Georgia,New Jersey, 2939
2014,Georgia,New Jersey, 2971
2016,Georgia,New Jersey, 2753
2017,Georgia,New Jersey, 3500
2013,Georgia,New Mexico, 153
2014,Georgia,New Mexico, 155
2016,Georgia,New Mexico, 94
2017,Georgia,New Mexico, 76
2013,Georgia,New York, 5396
2014,Georgia,New York, 4589
2016,Georgia,New York, 3995
2017,Georgia,New York, 4329
2014,Georgia,North Carolina, 5061
2017,Georgia,North Carolina, 4218
2013,Georgia,North Carolina, 6489
2016,Georgia,North Carolina, 5294
2014,Georgia,North Dakota, 8
2017,Georgia,North Dakota, 2
2013,Georgia,North Dakota, 4
2016,Georgia,North Dakota, 8
2013,Georgia,Ohio, 2435
2014,Georgia,Ohio, 2018
2015,Georgia,Ohio, 1824
2016,Georgia,Ohio, 1894
2017,Georgia,Ohio, 1907
2013,Georgia,Oklahoma, 1055
2014,Georgia,Oklahoma, 1102
2016,Georgia,Oklahoma, 825
2017,Georgia,Oklahoma, 762
2013,Georgia,Oregon, 322
2014,Georgia,Oregon, 375
2015,Georgia,Oregon, 261
2016,Georgia,Oregon, 280
2017,Georgia,Oregon, 311
2014,Georgia,Pennsylvania, 3666
2017,Georgia,Pennsylvania, 3295
2013,Georgia,Pennsylvania, 4349
2016,Georgia,Pennsylvania, 3535
2014,Georgia,Rhode Island, 303
2017,Georgia,Rhode Island, 269
2013,Georgia,Rhode Island, 325
2016,Georgia,Rhode Island, 266
2014,Georgia,South Carolina, 2097
2017,Georgia,South Carolina, 2092
2013,Georgia,South Carolina, 2643
2016,Georgia,South Carolina, 2098
2014,Georgia,South Dakota, 169
2017,Georgia,South Dakota, 92
2013,Georgia,South Dakota, 42
2016,Georgia,South Dakota, 69
2013,Georgia,Tennessee, 3540
2014,Georgia,Tennessee, 2656
2016,Georgia,Tennessee, 2723
2017,Georgia,Tennessee, 2766
2013,Georgia,Texas, 6709
2014,Georgia,Texas, 6872
2015,Georgia,Texas, 5922
2016,Georgia,Texas, 5622
2017,Georgia,Texas, 5870
2013,Georgia,Utah, 699
2014,Georgia,Utah, 732
2015,Georgia,Utah, 646
2016,Georgia,Utah, 665
2017,Georgia,Utah, 774
2013,Georgia,Vermont, 86
2014,Georgia,Vermont, 133
2015,Georgia,Vermont, 123
2016,Georgia,Vermont, 85
2017,Georgia,Vermont, 88
2013,Georgia,Virginia, 5122
2014,Georgia,Virginia, 5085
2016,Georgia,Virginia, 4116
2017,Georgia,Virginia, 4174
2013,Georgia,Washington, 809
2014,Georgia,Washington, 841
2016,Georgia,Washington, 784
2017,Georgia,Washington, 907
2014,Georgia,West Virginia, 496
2017,Georgia,West Virginia, 499
2013,Georgia,West Virginia, 639
2016,Georgia,West Virginia, 614
2013,Georgia,Wisconsin, 1878
2014,Georgia,Wisconsin, 1843
2016,Georgia,Wisconsin, 1466
2017,Georgia,Wisconsin, 1485
2013,Georgia,Wyoming, 24
2014,Georgia,Wyoming, 39
2015,Georgia,Wyoming, 22
2016,Georgia,Wyoming, 29
2017,Georgia,Wyoming, 27
2013,Hawaii,Alaska, 90
2014,Hawaii,Alaska, 89
2015,Hawaii,Alaska, 104
2016,Hawaii,Alaska, 95
2017,Hawaii,Alaska, 115
2013,Hawaii,Arizona, 567
2014,Hawaii,Arizona, 582
2015,Hawaii,Arizona, 647
2016,Hawaii,Arizona, 596
2017,Hawaii,Arizona, 583
2013,Hawaii,California, 3511
2014,Hawaii,California, 3597
2016,Hawaii,California, 3770
2017,Hawaii,California, 3878
2013,Hawaii,Colorado, 168
2014,Hawaii,Colorado, 158
2016,Hawaii,Colorado, 138
2017,Hawaii,Colorado, 151
2013,Hawaii,Georgia, 90
2014,Hawaii,Georgia, 83
2015,Hawaii,Georgia, 111
2016,Hawaii,Georgia, 79
2017,Hawaii,Georgia, 85
2013,Hawaii,Hawaii, 3696
2014,Hawaii,Hawaii, 1501
2015,Hawaii,Hawaii, 2099
2016,Hawaii,Hawaii, 1589
2017,Hawaii,Hawaii, 2269
2013,Hawaii,Illinois, 283
2014,Hawaii,Illinois, 230
2016,Hawaii,Illinois, 179
2017,Hawaii,Illinois, 178
2016,Hawaii,Minnesota, 62
2017,Hawaii,Minnesota, 80
2013,Hawaii,Nevada, 278
2014,Hawaii,Nevada, 242
2015,Hawaii,Nevada, 272
2016,Hawaii,Nevada, 250
2017,Hawaii,Nevada, 324
2013,Hawaii,New Jersey, 121
2014,Hawaii,New Jersey, 120
2016,Hawaii,New Jersey, 104
2017,Hawaii,New Jersey, 114
2013,Hawaii,New York, 99
2014,Hawaii,New York, 99
2016,Hawaii,New York, 124
2017,Hawaii,New York, 133
2013,Hawaii,Oregon, 265
2014,Hawaii,Oregon, 218
2015,Hawaii,Oregon, 263
2016,Hawaii,Oregon, 228
2017,Hawaii,Oregon, 284
2013,Hawaii,Texas, 572
2014,Hawaii,Texas, 560
2015,Hawaii,Texas, 550
2016,Hawaii,Texas, 483
2017,Hawaii,Texas, 498
2013,Hawaii,Utah, 65
2014,Hawaii,Utah, 56
2015,Hawaii,Utah, 58
2016,Hawaii,Utah, 59
2017,Hawaii,Utah, 59
2013,Hawaii,Washington, 868
2014,Hawaii,Washington, 723
2016,Hawaii,Washington, 766
2017,Hawaii,Washington, 821
2013,Idaho,Arizona, 308
2014,Idaho,Arizona, 342
2015,Idaho,Arizona, 355
2016,Idaho,Arizona, 298
2017,Idaho,Arizona, 315
2013,Idaho,California, 817
2014,Idaho,California, 1023
2016,Idaho,California, 829
2017,Idaho,California, 989
2013,Idaho,Colorado, 1213
2014,Idaho,Colorado, 1230
2016,Idaho,Colorado, 1118
2017,Idaho,Colorado, 1094
2017,Idaho,Idaho, 1
2013,Idaho,Illinois, 91
2014,Idaho,Illinois, 121
2016,Idaho,Illinois, 158
2017,Idaho,Illinois, 144
2013,Idaho,Minnesota, 145
2014,Idaho,Minnesota, 145
2016,Idaho,Minnesota, 158
2017,Idaho,Minnesota, 151
2013,Idaho,Nevada, 348
2014,Idaho,Nevada, 431
2015,Idaho,Nevada, 371
2016,Idaho,Nevada, 341
2017,Idaho,Nevada, 353
2013,Idaho,Oregon, 26
2014,Idaho,Oregon, 24
2015,Idaho,Oregon, 31
2016,Idaho,Oregon, 52
2017,Idaho,Oregon, 83
2014,Idaho,Texas, 37
2015,Idaho,Texas, 86
2016,Idaho,Texas, 89
2017,Idaho,Texas, 76
2013,Idaho,Utah, 1043
2014,Idaho,Utah, 1009
2015,Idaho,Utah, 1084
2016,Idaho,Utah, 1097
2017,Idaho,Utah, 1141
2013,Idaho,Washington, 425
2014,Idaho,Washington, 418
2016,Idaho,Washington, 717
2017,Idaho,Washington, 744
2013,Illinois,Alabama, 1098
2014,Illinois,Alabama, 1199
2015,Illinois,Alabama, 904
2016,Illinois,Alabama, 690
2017,Illinois,Alabama, 783
2013,Illinois,Alaska, 278
2014,Illinois,Alaska, 273
2015,Illinois,Alaska, 340
2016,Illinois,Alaska, 233
2017,Illinois,Alaska, 171
2013,Illinois,Arizona, 2695
2014,Illinois,Arizona, 2837
2015,Illinois,Arizona, 2664
2016,Illinois,Arizona, 2811
2017,Illinois,Arizona, 2624
2013,Illinois,Arkansas, 2830
2014,Illinois,Arkansas, 2778
2016,Illinois,Arkansas, 1174
2017,Illinois,Arkansas, 1088
2013,Illinois,California, 7764
2014,Illinois,California, 9055
2016,Illinois,California, 8467
2017,Illinois,California, 8111
2013,Illinois,Colorado, 4983
2014,Illinois,Colorado, 4972
2016,Illinois,Colorado, 4889
2017,Illinois,Colorado, 4645
2014,Illinois,Connecticut, 1105
2017,Illinois,Connecticut, 916
2013,Illinois,Connecticut, 1614
2016,Illinois,Connecticut, 1168
2013,Illinois,Florida, 4892
2014,Illinois,Florida, 5320
2015,Illinois,Florida, 5429
2016,Illinois,Florida, 5359
2017,Illinois,Florida, 4614
2013,Illinois,Georgia, 5929
2014,Illinois,Georgia, 5262
2015,Illinois,Georgia, 5232
2016,Illinois,Georgia, 5073
2017,Illinois,Georgia, 4952
2013,Illinois,Hawaii, 283
2014,Illinois,Hawaii, 275
2015,Illinois,Hawaii, 302
2016,Illinois,Hawaii, 251
2017,Illinois,Hawaii, 221
2013,Illinois,Idaho, 91
2014,Illinois,Idaho, 142
2015,Illinois,Idaho, 256
2016,Illinois,Idaho, 218
2017,Illinois,Idaho, 199
2013,Illinois,Illinois, 1845
2014,Illinois,Illinois, 2023
2016,Illinois,Illinois, 430
2017,Illinois,Illinois, 1110
2013,Illinois,Indiana, 2263
2014,Illinois,Indiana, 2910
2015,Illinois,Indiana, 2100
2016,Illinois,Indiana, 1312
2017,Illinois,Indiana, 1733
2013,Illinois,Iowa, 3239
2014,Illinois,Iowa, 3703
2015,Illinois,Iowa, 3059
2016,Illinois,Iowa, 1681
2017,Illinois,Iowa, 2032
2013,Illinois,Kansas, 1843
2014,Illinois,Kansas, 1726
2015,Illinois,Kansas, 1485
2016,Illinois,Kansas, 1261
2017,Illinois,Kansas, 1372
2013,Illinois,Kentucky, 3352
2014,Illinois,Kentucky, 3589
2016,Illinois,Kentucky, 1706
2017,Illinois,Kentucky, 1888
2013,Illinois,Louisiana, 969
2014,Illinois,Louisiana, 728
2016,Illinois,Louisiana, 693
2017,Illinois,Louisiana, 808
2013,Illinois,Maine, 303
2014,Illinois,Maine, 264
2015,Illinois,Maine, 241
2016,Illinois,Maine, 240
2017,Illinois,Maine, 325
2013,Illinois,Maryland, 1944
2014,Illinois,Maryland, 1742
2016,Illinois,Maryland, 1664
2017,Illinois,Maryland, 1621
2014,Illinois,Massachusetts, 4004
2017,Illinois,Massachusetts, 3584
2013,Illinois,Massachusetts, 3561
2016,Illinois,Massachusetts, 3589
2013,Illinois,Michigan, 7016
2014,Illinois,Michigan, 7224
2016,Illinois,Michigan, 4928
2017,Illinois,Michigan, 6264
2013,Illinois,Minnesota, 4562
2014,Illinois,Minnesota, 4909
2016,Illinois,Minnesota, 4558
2017,Illinois,Minnesota, 4489
2014,Illinois,Mississippi, 355
2017,Illinois,Mississippi, 313
2013,Illinois,Mississippi, 257
2016,Illinois,Mississippi, 253
2013,Illinois,Missouri, 3961
2014,Illinois,Missouri, 3816
2016,Illinois,Missouri, 2441
2017,Illinois,Missouri, 2520
2013,Illinois,Montana, 79
2014,Illinois,Montana, 107
2015,Illinois,Montana, 116
2016,Illinois,Montana, 124
2017,Illinois,Montana, 228
2013,Illinois,Nebraska, 2494
2014,Illinois,Nebraska, 2311
2016,Illinois,Nebraska, 1528
2017,Illinois,Nebraska, 1613
2013,Illinois,Nevada, 2302
2014,Illinois,Nevada, 2432
2015,Illinois,Nevada, 2831
2016,Illinois,Nevada, 2595
2017,Illinois,Nevada, 2522
2014,Illinois,New Hampshire, 382
2017,Illinois,New Hampshire, 363
2013,Illinois,New Hampshire, 573
2016,Illinois,New Hampshire, 475
2013,Illinois,New Jersey, 3980
2014,Illinois,New Jersey, 3393
2016,Illinois,New Jersey, 3472
2017,Illinois,New Jersey, 3491
2013,Illinois,New Mexico, 315
2014,Illinois,New Mexico, 201
2016,Illinois,New Mexico, 31
2017,Illinois,New Mexico, 65
2013,Illinois,New York, 8050
2014,Illinois,New York, 7342
2016,Illinois,New York, 6035
2017,Illinois,New York, 5608
2014,Illinois,North Carolina, 3940
2017,Illinois,North Carolina, 2789
2013,Illinois,North Carolina, 4727
2016,Illinois,North Carolina, 3387
2014,Illinois,North Dakota, 1473
2017,Illinois,North Dakota, 966
2013,Illinois,North Dakota, 1373
2016,Illinois,North Dakota, 897
2013,Illinois,Ohio, 5900
2014,Illinois,Ohio, 6287
2015,Illinois,Ohio, 4513
2016,Illinois,Ohio, 2996
2017,Illinois,Ohio, 3215
2013,Illinois,Oklahoma, 2382
2014,Illinois,Oklahoma, 2193
2016,Illinois,Oklahoma, 1191
2017,Illinois,Oklahoma, 1062
2013,Illinois,Oregon, 1007
2014,Illinois,Oregon, 1137
2015,Illinois,Oregon, 967
2016,Illinois,Oregon, 1068
2017,Illinois,Oregon, 946
2014,Illinois,Pennsylvania, 4446
2017,Illinois,Pennsylvania, 3622
2013,Illinois,Pennsylvania, 5818
2016,Illinois,Pennsylvania, 4025
2014,Illinois,Rhode Island, 383
2017,Illinois,Rhode Island, 303
2013,Illinois,Rhode Island, 502
2016,Illinois,Rhode Island, 508
2014,Illinois,South Carolina, 1110
2017,Illinois,South Carolina, 809
2013,Illinois,South Carolina, 1176
2016,Illinois,South Carolina, 885
2014,Illinois,South Dakota, 1648
2017,Illinois,South Dakota, 1120
2013,Illinois,South Dakota, 1634
2016,Illinois,South Dakota, 997
2013,Illinois,Tennessee, 4861
2014,Illinois,Tennessee, 4814
2016,Illinois,Tennessee, 2637
2017,Illinois,Tennessee, 2906
2013,Illinois,Texas, 8165
2014,Illinois,Texas, 7492
2015,Illinois,Texas, 7265
2016,Illinois,Texas, 6281
2017,Illinois,Texas, 6108
2013,Illinois,Utah, 1810
2014,Illinois,Utah, 1735
2015,Illinois,Utah, 1577
2016,Illinois,Utah, 1529
2017,Illinois,Utah, 1641
2013,Illinois,Vermont, 285
2014,Illinois,Vermont, 300
2015,Illinois,Vermont, 267
2016,Illinois,Vermont, 309
2017,Illinois,Vermont, 274
2013,Illinois,Virginia, 4877
2014,Illinois,Virginia, 4944
2016,Illinois,Virginia, 3897
2017,Illinois,Virginia, 3749
2013,Illinois,Washington, 2041
2014,Illinois,Washington, 2236
2016,Illinois,Washington, 2105
2017,Illinois,Washington, 2128
2014,Illinois,West Virginia, 409
2017,Illinois,West Virginia, 298
2013,Illinois,West Virginia, 367
2016,Illinois,West Virginia, 252
2013,Illinois,Wisconsin, 4505
2014,Illinois,Wisconsin, 5686
2016,Illinois,Wisconsin, 2731
2017,Illinois,Wisconsin, 3549
2013,Illinois,Wyoming, 132
2014,Illinois,Wyoming, 152
2015,Illinois,Wyoming, 167
2016,Illinois,Wyoming, 173
2017,Illinois,Wyoming, 148
2013,Indiana,Arizona, 515
2014,Indiana,Arizona, 562
2015,Indiana,Arizona, 501
2016,Indiana,Arizona, 477
2017,Indiana,Arizona, 490
2013,Indiana,California, 97
2014,Indiana,California, 177
2016,Indiana,California, 230
2017,Indiana,California, 345
2013,Indiana,Colorado, 1228
2014,Indiana,Colorado, 1278
2016,Indiana,Colorado, 1058
2017,Indiana,Colorado, 1019
2013,Indiana,Florida, 1075
2014,Indiana,Florida, 1103
2015,Indiana,Florida, 813
2016,Indiana,Florida, 902
2017,Indiana,Florida, 815
2013,Indiana,Georgia, 2059
2014,Indiana,Georgia, 2029
2015,Indiana,Georgia, 1938
2016,Indiana,Georgia, 1942
2017,Indiana,Georgia, 1890
2013,Indiana,Illinois, 2263
2014,Indiana,Illinois, 2857
2016,Indiana,Illinois, 2130
2017,Indiana,Illinois, 2204
2014,Indiana,Indiana, 1
2017,Indiana,Louisiana, 8
2013,Indiana,Maryland, 504
2014,Indiana,Maryland, 541
2016,Indiana,Maryland, 448
2017,Indiana,Maryland, 438
2017,Indiana,Massachusetts, 240
2016,Indiana,Massachusetts, 127
2013,Indiana,Michigan, 1547
2014,Indiana,Michigan, 1307
2016,Indiana,Michigan, 1276
2017,Indiana,Michigan, 1289
2013,Indiana,Minnesota, 895
2014,Indiana,Minnesota, 742
2016,Indiana,Minnesota, 738
2017,Indiana,Minnesota, 716
2013,Indiana,Nevada, 403
2014,Indiana,Nevada, 414
2015,Indiana,Nevada, 348
2016,Indiana,Nevada, 393
2017,Indiana,Nevada, 395
2013,Indiana,New Jersey, 726
2014,Indiana,New Jersey, 867
2016,Indiana,New Jersey, 567
2017,Indiana,New Jersey, 720
2013,Indiana,New York, 372
2014,Indiana,New York, 252
2016,Indiana,New York, 305
2017,Indiana,New York, 242
2014,Indiana,North Carolina, 120
2017,Indiana,North Carolina, 138
2013,Indiana,North Carolina, 303
2016,Indiana,North Carolina, 200
2013,Indiana,Ohio, 184
2014,Indiana,Ohio, 124
2014,Indiana,Pennsylvania, 100
2013,Indiana,Pennsylvania, 92
2016,Indiana,Pennsylvania, 112
2013,Indiana,Texas, 1411
2014,Indiana,Texas, 1531
2015,Indiana,Texas, 1347
2016,Indiana,Texas, 1289
2017,Indiana,Texas, 1332
2013,Indiana,Utah, 78
2014,Indiana,Utah, 82
2015,Indiana,Utah, 41
2016,Indiana,Utah, 39
2017,Indiana,Utah, 43
2013,Indiana,Virginia, 173
2014,Indiana,Virginia, 175
2016,Indiana,Virginia, 110
2017,Indiana,Virginia, 103
2017,Indiana,Washington, 51
2013,Iowa,Arizona, 182
2014,Iowa,Arizona, 206
2015,Iowa,Arizona, 148
2016,Iowa,Arizona, 179
2017,Iowa,Arizona, 202
2013,Iowa,Colorado, 1139
2014,Iowa,Colorado, 1179
2016,Iowa,Colorado, 974
2017,Iowa,Colorado, 934
2016,Iowa,Florida, 8
2017,Iowa,Florida, 11
2013,Iowa,Georgia, 684
2014,Iowa,Georgia, 617
2015,Iowa,Georgia, 558
2016,Iowa,Georgia, 535
2017,Iowa,Georgia, 514
2013,Iowa,Illinois, 3239
2014,Iowa,Illinois, 3211
2016,Iowa,Illinois, 2281
2017,Iowa,Illinois, 2210
2013,Iowa,Michigan, 673
2014,Iowa,Michigan, 490
2016,Iowa,Michigan, 525
2017,Iowa,Michigan, 516
2013,Iowa,Minnesota, 1004
2014,Iowa,Minnesota, 694
2016,Iowa,Minnesota, 771
2017,Iowa,Minnesota, 748
2016,Iowa,Missouri, 68
2017,Iowa,Missouri, 104
2013,Iowa,Nevada, 48
2014,Iowa,Nevada, 107
2015,Iowa,Nevada, 79
2016,Iowa,Nevada, 66
2017,Iowa,Nevada, 80
2013,Iowa,New Jersey, 220
2014,Iowa,New Jersey, 175
2016,Iowa,New Jersey, 174
2017,Iowa,New Jersey, 165
2014,Iowa,North Carolina, 5
2013,Iowa,North Carolina, 234
2017,Iowa,Oklahoma, 2
2013,Iowa,Texas, 1402
2014,Iowa,Texas, 1403
2015,Iowa,Texas, 1137
2016,Iowa,Texas, 1005
2017,Iowa,Texas, 1063
2014,Iowa,Utah, 3
2015,Iowa,Utah, 22
2016,Iowa,Utah, 41
2017,Iowa,Utah, 43
2016,Kansas,Arizona, 40
2017,Kansas,Arizona, 69
2013,Kansas,California, 111
2014,Kansas,California, 137
2013,Kansas,Colorado, 346
2014,Kansas,Colorado, 396
2016,Kansas,Colorado, 316
2017,Kansas,Colorado, 343
2013,Kansas,Georgia, 884
2014,Kansas,Georgia, 750
2015,Kansas,Georgia, 601
2016,Kansas,Georgia, 577
2017,Kansas,Georgia, 571
2013,Kansas,Illinois, 1843
2014,Kansas,Illinois, 1767
2016,Kansas,Illinois, 1484
2017,Kansas,Illinois, 1499
2013,Kansas,Minnesota, 369
2014,Kansas,Minnesota, 253
2016,Kansas,Minnesota, 262
2017,Kansas,Minnesota, 245
2016,Kansas,Missouri, 134
2017,Kansas,Missouri, 184
2013,Kansas,Nevada, 87
2014,Kansas,Nevada, 104
2015,Kansas,Nevada, 106
2016,Kansas,Nevada, 90
2017,Kansas,Nevada, 107
2013,Kansas,Texas, 1557
2014,Kansas,Texas, 1528
2015,Kansas,Texas, 1314
2016,Kansas,Texas, 1011
2017,Kansas,Texas, 986
2017,Kansas,Washington, 38
2013,Kentucky,Arizona, 71
2014,Kentucky,Arizona, 73
2015,Kentucky,Arizona, 86
2016,Kentucky,Arizona, 122
2017,Kentucky,Arizona, 111
2013,Kentucky,California, 175
2014,Kentucky,California, 184
2016,Kentucky,California, 243
2017,Kentucky,California, 369
2013,Kentucky,Colorado, 497
2014,Kentucky,Colorado, 624
2016,Kentucky,Colorado, 613
2017,Kentucky,Colorado, 560
2014,Kentucky,Connecticut, 3
2017,Kentucky,Connecticut, 9
2013,Kentucky,Connecticut, 206
2013,Kentucky,Florida, 651
2014,Kentucky,Florida, 620
2015,Kentucky,Florida, 650
2016,Kentucky,Florida, 408
2017,Kentucky,Florida, 545
2013,Kentucky,Georgia, 1648
2014,Kentucky,Georgia, 1675
2015,Kentucky,Georgia, 1654
2016,Kentucky,Georgia, 1569
2017,Kentucky,Georgia, 1608
2013,Kentucky,Illinois, 3352
2014,Kentucky,Illinois, 3411
2016,Kentucky,Illinois, 2615
2017,Kentucky,Illinois, 2779
2014,Kentucky,Kentucky, 1
2013,Kentucky,Louisiana, 72
2013,Kentucky,Maryland, 596
2017,Kentucky,Maryland, 574
2014,Kentucky,Massachusetts, 123
2017,Kentucky,Massachusetts, 183
2013,Kentucky,Massachusetts, 386
2016,Kentucky,Massachusetts, 245
2013,Kentucky,Michigan, 1039
2014,Kentucky,Michigan, 733
2016,Kentucky,Michigan, 728
2017,Kentucky,Michigan, 751
2013,Kentucky,Minnesota, 914
2014,Kentucky,Minnesota, 668
2016,Kentucky,Minnesota, 680
2017,Kentucky,Minnesota, 653
2013,Kentucky,Missouri, 446
2014,Kentucky,Missouri, 236
2016,Kentucky,Missouri, 244
2017,Kentucky,Missouri, 273
2013,Kentucky,Nevada, 202
2014,Kentucky,Nevada, 205
2015,Kentucky,Nevada, 344
2016,Kentucky,Nevada, 247
2017,Kentucky,Nevada, 257
2013,Kentucky,New Jersey, 1797
2014,Kentucky,New Jersey, 1503
2016,Kentucky,New Jersey, 1179
2017,Kentucky,New Jersey, 1033
2013,Kentucky,New York, 615
2014,Kentucky,New York, 431
2016,Kentucky,New York, 353
2017,Kentucky,New York, 541
2014,Kentucky,North Carolina, 4
2017,Kentucky,North Carolina, 96
2013,Kentucky,North Carolina, 995
2016,Kentucky,North Carolina, 622
2013,Kentucky,Ohio, 117
2014,Kentucky,Ohio, 113
2016,Kentucky,Ohio, 108
2017,Kentucky,Pennsylvania, 27
2013,Kentucky,Pennsylvania, 612
2016,Kentucky,Pennsylvania, 264
2013,Kentucky,Tennessee, 218
2014,Kentucky,Tennessee, 98
2016,Kentucky,Tennessee, 140
2017,Kentucky,Tennessee, 129
2013,Kentucky,Texas, 2249
2014,Kentucky,Texas, 2199
2015,Kentucky,Texas, 2008
2016,Kentucky,Texas, 1473
2017,Kentucky,Texas, 1502
2013,Kentucky,Utah, 137
2014,Kentucky,Utah, 123
2015,Kentucky,Utah, 104
2016,Kentucky,Utah, 104
2017,Kentucky,Utah, 115
2013,Kentucky,Virginia, 561
2014,Kentucky,Virginia, 276
2016,Kentucky,Virginia, 192
2017,Kentucky,Virginia, 225
2013,Kentucky,Washington, 30
2014,Kentucky,Washington, 24
2016,Kentucky,Washington, 19
2017,Kentucky,Washington, 18
2013,Kentucky,Wisconsin, 265
2014,Kentucky,Wisconsin, 169
2016,Kentucky,Wisconsin, 152
2017,Kentucky,Wisconsin, 139
2013,Louisiana,Alabama, 95
2013,Louisiana,Arizona, 174
2014,Louisiana,Arizona, 185
2016,Louisiana,Arizona, 149
2017,Louisiana,Arizona, 167
2013,Louisiana,California, 495
2014,Louisiana,California, 714
2016,Louisiana,California, 896
2017,Louisiana,California, 1070
2013,Louisiana,Colorado, 800
2014,Louisiana,Colorado, 809
2016,Louisiana,Colorado, 695
2017,Louisiana,Colorado, 827
2013,Louisiana,Florida, 1269
2014,Louisiana,Florida, 1410
2016,Louisiana,Florida, 1051
2017,Louisiana,Florida, 1265
2013,Louisiana,Georgia, 3755
2014,Louisiana,Georgia, 3785
2016,Louisiana,Georgia, 3761
2017,Louisiana,Georgia, 3823
2013,Louisiana,Illinois, 969
2014,Louisiana,Illinois, 881
2016,Louisiana,Illinois, 873
2017,Louisiana,Illinois, 1006
2017,Louisiana,Indiana, 8
2013,Louisiana,Kentucky, 72
2013,Louisiana,Maryland, 439
2014,Louisiana,Maryland, 425
2016,Louisiana,Maryland, 396
2017,Louisiana,Maryland, 447
2014,Louisiana,Massachusetts, 109
2017,Louisiana,Massachusetts, 182
2013,Louisiana,Massachusetts, 189
2016,Louisiana,Massachusetts, 203
