YEAR,ORIGIN_STATE_NM,DEST_STATE_NM,TOTAL_FLIGHTS
2017,Georgia,Rhode Island, 38
2013,Georgia,Rhode Island, 14
2016,Georgia,Rhode Island, 15
2014,Georgia,South Carolina, 184
2017,Georgia,South Carolina, 191
2013,Georgia,South Carolina, 113
2016,Georgia,South Carolina, 112
2014,Georgia,South Dakota, 23
2017,Georgia,South Dakota, 20
2013,Georgia,Tennessee, 155
2014,Georgia,Tennessee, 183
2016,Georgia,Tennessee, 96
2017,Georgia,Tennessee, 220
2013,Georgia,Texas, 455
2014,Georgia,Texas, 636
2015,Georgia,Texas, 411
2016,Georgia,Texas, 305
2017,Georgia,Texas, 621
2013,Georgia,Utah, 8
2014,Georgia,Utah, 21
2015,Georgia,Utah, 9
2016,Georgia,Utah, 11
2017,Georgia,Utah, 26
2013,Georgia,Vermont, 10
2014,Georgia,Vermont, 14
2015,Georgia,Vermont, 8
2016,Georgia,Vermont, 10
2017,Georgia,Vermont, 10
2013,Georgia,Virginia, 325
2014,Georgia,Virginia, 499
2016,Georgia,Virginia, 273
2017,Georgia,Virginia, 346
2014,Georgia,Washington, 18
2016,Georgia,Washington, 8
2017,Georgia,Washington, 16
2014,Georgia,West Virginia, 61
2017,Georgia,West Virginia, 61
2013,Georgia,West Virginia, 37
2016,Georgia,West Virginia, 39
2013,Georgia,Wisconsin, 53
2014,Georgia,Wisconsin, 110
2016,Georgia,Wisconsin, 31
2017,Georgia,Wisconsin, 76
2014,Georgia,Wyoming, 3
2013,Hawaii,Arizona, 30
2014,Hawaii,Arizona, 19
2015,Hawaii,Arizona, 28
2016,Hawaii,Arizona, 26
2017,Hawaii,Arizona, 29
2013,Hawaii,California, 85
2014,Hawaii,California, 100
2016,Hawaii,California, 77
2017,Hawaii,California, 54
2013,Hawaii,Colorado, 8
2014,Hawaii,Colorado, 10
2016,Hawaii,Colorado, 10
2013,Hawaii,Georgia, 2
2014,Hawaii,Georgia, 3
2015,Hawaii,Georgia, 3
2016,Hawaii,Georgia, 2
2013,Hawaii,Hawaii, 349
2014,Hawaii,Hawaii, 59
2015,Hawaii,Hawaii, 51
2016,Hawaii,Hawaii, 30
2017,Hawaii,Hawaii, 74
2013,Hawaii,Illinois, 6
2014,Hawaii,Illinois, 8
2013,Hawaii,New Jersey, 5
2014,Hawaii,New Jersey, 10
2016,Hawaii,New Jersey, 6
2017,Hawaii,New Jersey, 8
2016,Hawaii,New York, 2
2017,Hawaii,New York, 4
2013,Hawaii,Oregon, 2
2017,Hawaii,Oregon, 3
2013,Hawaii,Texas, 16
2014,Hawaii,Texas, 18
2015,Hawaii,Texas, 19
2016,Hawaii,Texas, 12
2017,Hawaii,Texas, 19
2014,Hawaii,Utah, 6
2015,Hawaii,Utah, 4
2016,Hawaii,Utah, 4
2013,Hawaii,Washington, 5
2014,Hawaii,Washington, 5
2016,Hawaii,Washington, 7
2017,Hawaii,Washington, 7
2013,Idaho,Arizona, 9
2014,Idaho,Arizona, 6
2015,Idaho,Arizona, 8
2016,Idaho,Arizona, 11
2017,Idaho,Arizona, 7
2013,Idaho,California, 46
2014,Idaho,California, 79
2016,Idaho,California, 42
2017,Idaho,California, 41
2013,Idaho,Colorado, 59
2014,Idaho,Colorado, 64
2016,Idaho,Colorado, 60
2017,Idaho,Colorado, 43
2013,Idaho,Illinois, 3
2014,Idaho,Illinois, 7
2016,Idaho,Illinois, 11
2017,Idaho,Illinois, 6
2013,Idaho,Minnesota, 2
2014,Idaho,Minnesota, 2
2016,Idaho,Minnesota, 4
2017,Idaho,Minnesota, 3
2013,Idaho,Nevada, 2
2014,Idaho,Nevada, 3
2015,Idaho,Nevada, 3
2016,Idaho,Nevada, 5
2017,Idaho,Nevada, 2
2013,Idaho,Oregon, 3
2014,Idaho,Oregon, 2
2015,Idaho,Oregon, 2
2016,Idaho,Oregon, 2
2017,Idaho,Oregon, 9
2014,Idaho,Texas, 6
2015,Idaho,Texas, 8
2016,Idaho,Texas, 15
2017,Idaho,Texas, 6
2013,Idaho,Utah, 162
2014,Idaho,Utah, 151
2015,Idaho,Utah, 150
2016,Idaho,Utah, 150
2017,Idaho,Utah, 151
2013,Idaho,Washington, 4
2014,Idaho,Washington, 4
2016,Idaho,Washington, 8
2017,Idaho,Washington, 15
2013,Illinois,Alabama, 115
2014,Illinois,Alabama, 193
2015,Illinois,Alabama, 113
2016,Illinois,Alabama, 90
2017,Illinois,Alabama, 76
2013,Illinois,Alaska, 2
2014,Illinois,Alaska, 7
2015,Illinois,Alaska, 5
2016,Illinois,Alaska, 3
2013,Illinois,Arizona, 100
2014,Illinois,Arizona, 140
2015,Illinois,Arizona, 111
2016,Illinois,Arizona, 95
2017,Illinois,Arizona, 74
2013,Illinois,Arkansas, 419
2014,Illinois,Arkansas, 503
2016,Illinois,Arkansas, 188
2017,Illinois,Arkansas, 165
2013,Illinois,California, 279
2014,Illinois,California, 457
2016,Illinois,California, 273
2017,Illinois,California, 204
2013,Illinois,Colorado, 272
2014,Illinois,Colorado, 342
2016,Illinois,Colorado, 318
2017,Illinois,Colorado, 253
2014,Illinois,Connecticut, 191
2017,Illinois,Connecticut, 136
2013,Illinois,Connecticut, 217
2016,Illinois,Connecticut, 130
2013,Illinois,Florida, 189
2014,Illinois,Florida, 319
2015,Illinois,Florida, 271
2016,Illinois,Florida, 212
2017,Illinois,Florida, 326
2013,Illinois,Georgia, 464
2014,Illinois,Georgia, 461
2015,Illinois,Georgia, 376
2016,Illinois,Georgia, 341
2017,Illinois,Georgia, 389
2013,Illinois,Hawaii, 6
2014,Illinois,Hawaii, 9
2015,Illinois,Hawaii, 9
2013,Illinois,Idaho, 3
2014,Illinois,Idaho, 4
2015,Illinois,Idaho, 17
2016,Illinois,Idaho, 12
2017,Illinois,Idaho, 7
2013,Illinois,Illinois, 362
2014,Illinois,Illinois, 526
2016,Illinois,Illinois, 90
2017,Illinois,Illinois, 98
2013,Illinois,Indiana, 443
2014,Illinois,Indiana, 717
2015,Illinois,Indiana, 462
2016,Illinois,Indiana, 185
2017,Illinois,Indiana, 193
2013,Illinois,Iowa, 493
2014,Illinois,Iowa, 704
2015,Illinois,Iowa, 598
2016,Illinois,Iowa, 240
2017,Illinois,Iowa, 252
2013,Illinois,Kansas, 275
2014,Illinois,Kansas, 324
2015,Illinois,Kansas, 239
2016,Illinois,Kansas, 162
2017,Illinois,Kansas, 175
2013,Illinois,Kentucky, 645
2014,Illinois,Kentucky, 784
2016,Illinois,Kentucky, 351
2017,Illinois,Kentucky, 330
2013,Illinois,Louisiana, 50
2014,Illinois,Louisiana, 43
2016,Illinois,Louisiana, 37
2017,Illinois,Louisiana, 38
2013,Illinois,Maine, 48
2014,Illinois,Maine, 60
2015,Illinois,Maine, 36
2016,Illinois,Maine, 35
2017,Illinois,Maine, 43
2013,Illinois,Maryland, 237
2014,Illinois,Maryland, 253
2016,Illinois,Maryland, 191
2017,Illinois,Maryland, 183
2014,Illinois,Massachusetts, 418
2017,Illinois,Massachusetts, 332
2013,Illinois,Massachusetts, 227
2016,Illinois,Massachusetts, 190
2013,Illinois,Michigan, 1057
2014,Illinois,Michigan, 1487
2016,Illinois,Michigan, 709
2017,Illinois,Michigan, 762
2013,Illinois,Minnesota, 472
2014,Illinois,Minnesota, 553
2016,Illinois,Minnesota, 350
2017,Illinois,Minnesota, 371
2014,Illinois,Mississippi, 78
2017,Illinois,Mississippi, 51
2013,Illinois,Mississippi, 31
2016,Illinois,Mississippi, 26
2013,Illinois,Missouri, 435
2014,Illinois,Missouri, 520
2016,Illinois,Missouri, 228
2017,Illinois,Missouri, 191
2013,Illinois,Montana, 7
2014,Illinois,Montana, 9
2015,Illinois,Montana, 6
2016,Illinois,Montana, 11
2017,Illinois,Montana, 9
2013,Illinois,Nebraska, 314
2014,Illinois,Nebraska, 415
2016,Illinois,Nebraska, 208
2017,Illinois,Nebraska, 185
2013,Illinois,Nevada, 64
2014,Illinois,Nevada, 95
2015,Illinois,Nevada, 90
2016,Illinois,Nevada, 90
2017,Illinois,Nevada, 82
2014,Illinois,New Hampshire, 82
2017,Illinois,New Hampshire, 72
2013,Illinois,New Hampshire, 77
2016,Illinois,New Hampshire, 59
2013,Illinois,New Jersey, 574
2014,Illinois,New Jersey, 487
2016,Illinois,New Jersey, 377
2017,Illinois,New Jersey, 391
2013,Illinois,New Mexico, 12
2014,Illinois,New Mexico, 27
2016,Illinois,New Mexico, 1
2017,Illinois,New Mexico, 1
2013,Illinois,New York, 1055
2014,Illinois,New York, 1268
2016,Illinois,New York, 558
2017,Illinois,New York, 599
2014,Illinois,North Carolina, 653
2017,Illinois,North Carolina, 337
2013,Illinois,North Carolina, 442
2016,Illinois,North Carolina, 315
2014,Illinois,North Dakota, 338
2017,Illinois,North Dakota, 197
2013,Illinois,North Dakota, 234
2016,Illinois,North Dakota, 161
2013,Illinois,Ohio, 628
2014,Illinois,Ohio, 999
2015,Illinois,Ohio, 654
2016,Illinois,Ohio, 332
2017,Illinois,Ohio, 278
2013,Illinois,Oklahoma, 276
2014,Illinois,Oklahoma, 370
2016,Illinois,Oklahoma, 144
2017,Illinois,Oklahoma, 122
2013,Illinois,Oregon, 21
2014,Illinois,Oregon, 50
2015,Illinois,Oregon, 45
2016,Illinois,Oregon, 34
2017,Illinois,Oregon, 35
2014,Illinois,Pennsylvania, 720
2017,Illinois,Pennsylvania, 383
2013,Illinois,Pennsylvania, 676
2016,Illinois,Pennsylvania, 426
2014,Illinois,Rhode Island, 61
2017,Illinois,Rhode Island, 53
2013,Illinois,Rhode Island, 54
2016,Illinois,Rhode Island, 44
2014,Illinois,South Carolina, 278
2017,Illinois,South Carolina, 117
2013,Illinois,South Carolina, 165
2016,Illinois,South Carolina, 125
2014,Illinois,South Dakota, 347
2017,Illinois,South Dakota, 193
2013,Illinois,South Dakota, 216
2016,Illinois,South Dakota, 161
2013,Illinois,Tennessee, 565
2014,Illinois,Tennessee, 755
2016,Illinois,Tennessee, 284
2017,Illinois,Tennessee, 278
2013,Illinois,Texas, 639
2014,Illinois,Texas, 665
2015,Illinois,Texas, 629
2016,Illinois,Texas, 464
2017,Illinois,Texas, 496
2013,Illinois,Utah, 101
2014,Illinois,Utah, 95
2015,Illinois,Utah, 85
2016,Illinois,Utah, 67
2017,Illinois,Utah, 65
2013,Illinois,Vermont, 25
2014,Illinois,Vermont, 50
2015,Illinois,Vermont, 25
2016,Illinois,Vermont, 28
2017,Illinois,Vermont, 21
2013,Illinois,Virginia, 604
2014,Illinois,Virginia, 739
2016,Illinois,Virginia, 443
2017,Illinois,Virginia, 368
2013,Illinois,Washington, 70
2014,Illinois,Washington, 85
2016,Illinois,Washington, 64
2017,Illinois,Washington, 66
2014,Illinois,West Virginia, 156
2017,Illinois,West Virginia, 90
2013,Illinois,West Virginia, 82
2016,Illinois,West Virginia, 63
2013,Illinois,Wisconsin, 933
2014,Illinois,Wisconsin, 1523
2016,Illinois,Wisconsin, 553
2017,Illinois,Wisconsin, 522
2013,Illinois,Wyoming, 3
2014,Illinois,Wyoming, 7
2015,Illinois,Wyoming, 11
2016,Illinois,Wyoming, 10
2017,Illinois,Wyoming, 8
2013,Indiana,Arizona, 16
2014,Indiana,Arizona, 28
2015,Indiana,Arizona, 14
2016,Indiana,Arizona, 10
2017,Indiana,Arizona, 7
2014,Indiana,California, 15
2016,Indiana,California, 7
2017,Indiana,California, 9
2013,Indiana,Colorado, 26
2014,Indiana,Colorado, 42
2016,Indiana,Colorado, 34
2017,Indiana,Colorado, 18
2013,Indiana,Florida, 42
2014,Indiana,Florida, 69
2015,Indiana,Florida, 31
2016,Indiana,Florida, 32
2017,Indiana,Florida, 49
2013,Indiana,Georgia, 72
2014,Indiana,Georgia, 125
2015,Indiana,Georgia, 73
2016,Indiana,Georgia, 76
2017,Indiana,Georgia, 105
2013,Indiana,Illinois, 443
2014,Indiana,Illinois, 565
2016,Indiana,Illinois, 405
2017,Indiana,Illinois, 393
2013,Indiana,Maryland, 18
2014,Indiana,Maryland, 36
2016,Indiana,Maryland, 25
2017,Indiana,Maryland, 21
2017,Indiana,Massachusetts, 32
2016,Indiana,Massachusetts, 16
2013,Indiana,Michigan, 98
2014,Indiana,Michigan, 88
2016,Indiana,Michigan, 82
2017,Indiana,Michigan, 85
2013,Indiana,Minnesota, 45
2014,Indiana,Minnesota, 37
2016,Indiana,Minnesota, 36
2013,Indiana,Nevada, 4
2014,Indiana,Nevada, 8
2016,Indiana,Nevada, 9
2017,Indiana,Nevada, 5
2013,Indiana,New Jersey, 119
2014,Indiana,New Jersey, 219
2016,Indiana,New Jersey, 87
2017,Indiana,New Jersey, 111
2013,Indiana,New York, 61
2014,Indiana,New York, 49
2016,Indiana,New York, 45
2017,Indiana,New York, 38
2014,Indiana,North Carolina, 13
2017,Indiana,North Carolina, 7
2013,Indiana,North Carolina, 34
2016,Indiana,North Carolina, 14
2013,Indiana,Ohio, 13
2014,Indiana,Ohio, 20
2014,Indiana,Pennsylvania, 11
2016,Indiana,Pennsylvania, 2
2013,Indiana,Texas, 120
2014,Indiana,Texas, 148
2015,Indiana,Texas, 115
2016,Indiana,Texas, 110
2017,Indiana,Texas, 107
2013,Indiana,Utah, 7
2014,Indiana,Utah, 5
2016,Indiana,Utah, 5
2013,Indiana,Virginia, 36
2014,Indiana,Virginia, 48
2016,Indiana,Virginia, 22
2017,Indiana,Virginia, 11
2013,Iowa,Arizona, 12
2014,Iowa,Arizona, 7
2016,Iowa,Arizona, 13
2017,Iowa,Arizona, 10
2013,Iowa,Colorado, 64
2014,Iowa,Colorado, 80
2016,Iowa,Colorado, 64
2017,Iowa,Colorado, 53
2013,Iowa,Georgia, 26
2014,Iowa,Georgia, 37
2015,Iowa,Georgia, 22
2016,Iowa,Georgia, 20
2017,Iowa,Georgia, 30
2013,Iowa,Illinois, 493
2014,Iowa,Illinois, 527
2016,Iowa,Illinois, 334
2017,Iowa,Illinois, 311
2013,Iowa,Michigan, 86
2016,Iowa,Michigan, 50
2017,Iowa,Michigan, 50
2013,Iowa,Minnesota, 73
2014,Iowa,Minnesota, 46
2016,Iowa,Minnesota, 52
2017,Iowa,Minnesota, 47
2016,Iowa,Missouri, 3
2017,Iowa,Missouri, 7
2015,Iowa,Nevada, 2
2017,Iowa,Nevada, 2
2013,Iowa,New Jersey, 34
2014,Iowa,New Jersey, 43
2016,Iowa,New Jersey, 23
2017,Iowa,New Jersey, 23
2013,Iowa,North Carolina, 5
2013,Iowa,Texas, 164
2014,Iowa,Texas, 179
2015,Iowa,Texas, 157
2016,Iowa,Texas, 121
2017,Iowa,Texas, 136
2013,Kansas,California, 3
2014,Kansas,California, 9
2013,Kansas,Colorado, 36
2014,Kansas,Colorado, 53
2016,Kansas,Colorado, 32
2017,Kansas,Colorado, 25
2013,Kansas,Georgia, 91
2014,Kansas,Georgia, 70
2015,Kansas,Georgia, 48
2016,Kansas,Georgia, 47
2017,Kansas,Georgia, 58
2013,Kansas,Illinois, 275
2014,Kansas,Illinois, 305
2016,Kansas,Illinois, 198
2017,Kansas,Illinois, 187
2013,Kansas,Minnesota, 31
2014,Kansas,Minnesota, 17
2016,Kansas,Minnesota, 18
2016,Kansas,Missouri, 7
2017,Kansas,Missouri, 6
2014,Kansas,Nevada, 4
2015,Kansas,Nevada, 3
2013,Kansas,Texas, 171
2014,Kansas,Texas, 191
2015,Kansas,Texas, 159
2016,Kansas,Texas, 113
2017,Kansas,Texas, 121
2015,Kentucky,Arizona, 2
2016,Kentucky,Arizona, 5
2017,Kentucky,Arizona, 2
2013,Kentucky,California, 5
2016,Kentucky,California, 5
2017,Kentucky,California, 4
2013,Kentucky,Colorado, 17
2014,Kentucky,Colorado, 27
2016,Kentucky,Colorado, 22
2017,Kentucky,Colorado, 16
2014,Kentucky,Connecticut, 2
2013,Kentucky,Connecticut, 27
2013,Kentucky,Florida, 17
2014,Kentucky,Florida, 23
2015,Kentucky,Florida, 16
2016,Kentucky,Florida, 20
2017,Kentucky,Florida, 25
2013,Kentucky,Georgia, 56
2014,Kentucky,Georgia, 78
2015,Kentucky,Georgia, 62
2016,Kentucky,Georgia, 64
2017,Kentucky,Georgia, 78
2013,Kentucky,Illinois, 645
2014,Kentucky,Illinois, 642
2016,Kentucky,Illinois, 444
2017,Kentucky,Illinois, 429
2013,Kentucky,Louisiana, 4
2013,Kentucky,Maryland, 51
2017,Kentucky,Maryland, 41
2014,Kentucky,Massachusetts, 2
2017,Kentucky,Massachusetts, 9
2013,Kentucky,Massachusetts, 37
2016,Kentucky,Massachusetts, 21
2013,Kentucky,Michigan, 82
2014,Kentucky,Michigan, 53
2016,Kentucky,Michigan, 43
2017,Kentucky,Michigan, 43
2013,Kentucky,Minnesota, 56
2014,Kentucky,Minnesota, 43
2016,Kentucky,Minnesota, 28
2017,Kentucky,Minnesota, 28
2013,Kentucky,Missouri, 45
2014,Kentucky,Missouri, 20
2016,Kentucky,Missouri, 20
2017,Kentucky,Missouri, 20
2015,Kentucky,Nevada, 3
2016,Kentucky,Nevada, 7
2013,Kentucky,New Jersey, 343
2014,Kentucky,New Jersey, 353
2016,Kentucky,New Jersey, 249
2017,Kentucky,New Jersey, 193
2013,Kentucky,New York, 96
2014,Kentucky,New York, 73
2016,Kentucky,New York, 54
2017,Kentucky,New York, 77
2017,Kentucky,North Carolina, 4
2013,Kentucky,North Carolina, 70
2016,Kentucky,North Carolina, 37
2013,Kentucky,Pennsylvania, 119
2016,Kentucky,Pennsylvania, 59
2013,Kentucky,Tennessee, 60
2014,Kentucky,Tennessee, 32
2016,Kentucky,Tennessee, 24
2017,Kentucky,Tennessee, 24
2013,Kentucky,Texas, 232
2014,Kentucky,Texas, 238
2015,Kentucky,Texas, 220
2016,Kentucky,Texas, 139
2017,Kentucky,Texas, 150
2013,Kentucky,Utah, 2
2014,Kentucky,Utah, 4
2013,Kentucky,Virginia, 126
2014,Kentucky,Virginia, 65
2017,Kentucky,Virginia, 55
2013,Kentucky,Washington, 2
2016,Kentucky,Washington, 2
2013,Kentucky,Wisconsin, 45
2014,Kentucky,Wisconsin, 35
2016,Kentucky,Wisconsin, 23
2017,Kentucky,Wisconsin, 22
2014,Louisiana,Arizona, 4
2016,Louisiana,Arizona, 2
2017,Louisiana,Arizona, 4
2013,Louisiana,California, 12
2014,Louisiana,California, 18
2016,Louisiana,California, 12
2017,Louisiana,California, 23
2013,Louisiana,Colorado, 20
2014,Louisiana,Colorado, 23
2016,Louisiana,Colorado, 25
2017,Louisiana,Colorado, 23
2013,Louisiana,Florida, 18
2014,Louisiana,Florida, 47
2016,Louisiana,Florida, 58
2017,Louisiana,Florida, 138
2013,Louisiana,Georgia, 150
2014,Louisiana,Georgia, 199
2016,Louisiana,Georgia, 153
2017,Louisiana,Georgia, 194
2013,Louisiana,Illinois, 50
2014,Louisiana,Illinois, 59
2016,Louisiana,Illinois, 58
2017,Louisiana,Illinois, 46
2013,Louisiana,Kentucky, 4
2013,Louisiana,Maryland, 3
2014,Louisiana,Maryland, 13
2016,Louisiana,Maryland, 14
2017,Louisiana,Maryland, 24
2014,Louisiana,Massachusetts, 17
2017,Louisiana,Massachusetts, 16
2013,Louisiana,Massachusetts, 5
2016,Louisiana,Massachusetts, 6
2013,Louisiana,Michigan, 3
2014,Louisiana,Michigan, 5
2016,Louisiana,Michigan, 8
2017,Louisiana,Michigan, 17
2013,Louisiana,Minnesota, 14
2014,Louisiana,Minnesota, 14
2016,Louisiana,Minnesota, 10
2017,Louisiana,Minnesota, 11
2013,Louisiana,Missouri, 5
2014,Louisiana,Missouri, 12
2016,Louisiana,Missouri, 2
2017,Louisiana,Missouri, 3
2014,Louisiana,Nevada, 9
2016,Louisiana,Nevada, 9
2017,Louisiana,Nevada, 21
2013,Louisiana,New Jersey, 63
2014,Louisiana,New Jersey, 88
2016,Louisiana,New Jersey, 37
2017,Louisiana,New Jersey, 38
2013,Louisiana,New York, 80
2014,Louisiana,New York, 93
2016,Louisiana,New York, 52
2017,Louisiana,New York, 77
2014,Louisiana,North Carolina, 39
2017,Louisiana,North Carolina, 24
2013,Louisiana,North Carolina, 8
2016,Louisiana,North Carolina, 17
2013,Louisiana,Ohio, 2
2014,Louisiana,Ohio, 3
2017,Louisiana,Ohio, 10
2014,Louisiana,Pennsylvania, 19
2017,Louisiana,Pennsylvania, 28
2013,Louisiana,Pennsylvania, 10
2016,Louisiana,Pennsylvania, 8
2017,Louisiana,Rhode Island, 2
2013,Louisiana,Tennessee, 16
2014,Louisiana,Tennessee, 14
2016,Louisiana,Tennessee, 7
2017,Louisiana,Tennessee, 4
2013,Louisiana,Texas, 547
2014,Louisiana,Texas, 616
2016,Louisiana,Texas, 555
2017,Louisiana,Texas, 673
2013,Louisiana,Utah, 3
2014,Louisiana,Utah, 5
2017,Louisiana,Utah, 3
2013,Louisiana,Virginia, 18
2014,Louisiana,Virginia, 24
2016,Louisiana,Virginia, 22
2017,Louisiana,Virginia, 26
2017,Louisiana,Washington, 2
2014,Louisiana,Wisconsin, 6
2013,Maine,Georgia, 5
2014,Maine,Georgia, 8
2015,Maine,Georgia, 7
2016,Maine,Georgia, 6
2017,Maine,Georgia, 11
2013,Maine,Illinois, 48
2014,Maine,Illinois, 46
2016,Maine,Illinois, 37
2017,Maine,Illinois, 32
2013,Maine,Maryland, 17
2014,Maine,Maryland, 21
2016,Maine,Maryland, 27
2017,Maine,Maryland, 35
2013,Maine,Michigan, 61
2014,Maine,Michigan, 38
2016,Maine,Michigan, 36
2017,Maine,Michigan, 35
2013,Maine,New Jersey, 74
2014,Maine,New Jersey, 98
2016,Maine,New Jersey, 129
2017,Maine,New Jersey, 107
2013,Maine,New York, 43
2014,Maine,New York, 87
2016,Maine,New York, 65
2017,Maine,New York, 89
2014,Maine,North Carolina, 11
2017,Maine,North Carolina, 19
2013,Maine,North Carolina, 9
2016,Maine,North Carolina, 14
2013,Maine,Ohio, 6
2014,Maine,Pennsylvania, 4
2013,Maine,Virginia, 22
2014,Maine,Virginia, 31
2013,Maryland,Alabama, 8
2014,Maryland,Alabama, 13
2015,Maryland,Alabama, 15
2016,Maryland,Alabama, 5
2017,Maryland,Alabama, 7
2013,Maryland,Arizona, 8
2014,Maryland,Arizona, 22
2015,Maryland,Arizona, 19
2016,Maryland,Arizona, 32
2017,Maryland,Arizona, 19
2014,Maryland,Arkansas, 4
2013,Maryland,California, 9
2014,Maryland,California, 22
2016,Maryland,California, 44
2017,Maryland,California, 67
2013,Maryland,Colorado, 28
2014,Maryland,Colorado, 35
2016,Maryland,Colorado, 61
2017,Maryland,Colorado, 40
2014,Maryland,Connecticut, 79
2017,Maryland,Connecticut, 94
2013,Maryland,Connecticut, 41
2016,Maryland,Connecticut, 68
2013,Maryland,Florida, 109
2014,Maryland,Florida, 212
2015,Maryland,Florida, 202
2016,Maryland,Florida, 363
2017,Maryland,Florida, 448
2013,Maryland,Georgia, 73
2014,Maryland,Georgia, 156
2015,Maryland,Georgia, 104
2016,Maryland,Georgia, 112
2017,Maryland,Georgia, 149
2013,Maryland,Illinois, 237
2014,Maryland,Illinois, 325
2016,Maryland,Illinois, 186
2017,Maryland,Illinois, 170
2013,Maryland,Indiana, 18
2014,Maryland,Indiana, 31
2015,Maryland,Indiana, 32
2016,Maryland,Indiana, 30
2017,Maryland,Indiana, 24
2013,Maryland,Kentucky, 51
2014,Maryland,Kentucky, 40
2016,Maryland,Kentucky, 43
2017,Maryland,Kentucky, 48
2013,Maryland,Louisiana, 3
2014,Maryland,Louisiana, 16
2016,Maryland,Louisiana, 18
2017,Maryland,Louisiana, 26
2013,Maryland,Maine, 17
2014,Maryland,Maine, 20
2015,Maryland,Maine, 33
2016,Maryland,Maine, 24
2017,Maryland,Maine, 37
2014,Maryland,Massachusetts, 205
2017,Maryland,Massachusetts, 259
2013,Maryland,Massachusetts, 152
2016,Maryland,Massachusetts, 174
2013,Maryland,Michigan, 63
2014,Maryland,Michigan, 72
2016,Maryland,Michigan, 91
2017,Maryland,Michigan, 64
2013,Maryland,Minnesota, 20
2014,Maryland,Minnesota, 14
2016,Maryland,Minnesota, 19
2017,Maryland,Minnesota, 25
2013,Maryland,Missouri, 41
2014,Maryland,Missouri, 44
2016,Maryland,Missouri, 50
2017,Maryland,Missouri, 38
2013,Maryland,Nevada, 4
2014,Maryland,Nevada, 11
2015,Maryland,Nevada, 15
2016,Maryland,Nevada, 28
2017,Maryland,Nevada, 25
2014,Maryland,New Hampshire, 70
2017,Maryland,New Hampshire, 78
2013,Maryland,New Hampshire, 32
2016,Maryland,New Hampshire, 62
2013,Maryland,New Jersey, 53
2014,Maryland,New Jersey, 73
2016,Maryland,New Jersey, 38
2017,Maryland,New Jersey, 59
2014,Maryland,New Mexico, 2
2016,Maryland,New Mexico, 7
2017,Maryland,New Mexico, 2
2013,Maryland,New York, 221
2014,Maryland,New York, 231
2016,Maryland,New York, 215
2017,Maryland,New York, 191
2014,Maryland,North Carolina, 159
2017,Maryland,North Carolina, 132
2013,Maryland,North Carolina, 87
2016,Maryland,North Carolina, 110
2013,Maryland,Ohio, 65
2014,Maryland,Ohio, 93
2015,Maryland,Ohio, 75
2016,Maryland,Ohio, 71
2017,Maryland,Ohio, 51
2014,Maryland,Oklahoma, 3
2016,Maryland,Oklahoma, 10
2017,Maryland,Oklahoma, 3
2015,Maryland,Oregon, 2
2016,Maryland,Oregon, 3
2017,Maryland,Oregon, 2
2014,Maryland,Pennsylvania, 44
2017,Maryland,Pennsylvania, 24
2013,Maryland,Pennsylvania, 19
2016,Maryland,Pennsylvania, 25
2014,Maryland,Rhode Island, 88
2017,Maryland,Rhode Island, 104
2013,Maryland,Rhode Island, 61
2016,Maryland,Rhode Island, 76
2014,Maryland,South Carolina, 46
2017,Maryland,South Carolina, 43
2013,Maryland,South Carolina, 7
2016,Maryland,South Carolina, 45
2013,Maryland,Tennessee, 20
2014,Maryland,Tennessee, 52
2016,Maryland,Tennessee, 69
2017,Maryland,Tennessee, 42
2013,Maryland,Texas, 100
2014,Maryland,Texas, 134
2015,Maryland,Texas, 150
2016,Maryland,Texas, 122
2017,Maryland,Texas, 147
2013,Maryland,Utah, 10
2014,Maryland,Utah, 10
2015,Maryland,Utah, 9
2016,Maryland,Utah, 16
2017,Maryland,Utah, 12
2016,Maryland,Washington, 19
2017,Maryland,Washington, 17
2013,Maryland,Wisconsin, 13
2014,Maryland,Wisconsin, 23
2016,Maryland,Wisconsin, 16
2017,Maryland,Wisconsin, 17
2014,Massachusetts,Arizona, 34
2017,Massachusetts,Arizona, 37
2014,Massachusetts,California, 104
2017,Massachusetts,California, 119
2014,Massachusetts,Colorado, 59
2017,Massachusetts,Colorado, 57
2014,Massachusetts,Florida, 263
2017,Massachusetts,Florida, 509
2014,Massachusetts,Georgia, 141
2017,Massachusetts,Georgia, 197
2014,Massachusetts,Illinois, 418
2017,Massachusetts,Illinois, 316
2017,Massachusetts,Indiana, 32
2014,Massachusetts,Kentucky, 2
2017,Massachusetts,Kentucky, 8
2014,Massachusetts,Louisiana, 17
2017,Massachusetts,Louisiana, 21
2014,Massachusetts,Maryland, 205
2017,Massachusetts,Maryland, 265
2017,Massachusetts,Massachusetts, 4
2014,Massachusetts,Michigan, 27
2017,Massachusetts,Michigan, 59
2014,Massachusetts,Minnesota, 14
2017,Massachusetts,Minnesota, 27
2014,Massachusetts,Missouri, 21
2017,Massachusetts,Missouri, 28
2014,Massachusetts,Nevada, 17
2017,Massachusetts,Nevada, 37
2014,Massachusetts,New Jersey, 374
2017,Massachusetts,New Jersey, 294
2014,Massachusetts,New York, 623
2017,Massachusetts,New York, 584
2014,Massachusetts,North Carolina, 184
2017,Massachusetts,North Carolina, 172
2014,Massachusetts,Ohio, 42
2017,Massachusetts,Ohio, 82
